,ISBN No.,Candidate Name,Candidate Designation,University,Candidate Title,Chapter Name,fChapter Name,Book Title,Publication Date,Publication Name
2045,978-81-978432-0-4,Mr. Akash Jain,"Asst. Professor, Dept of CE",ITM Gwalior,Contributor,Economic Barriers to Accessing Advanced Maternal and Newborn Care,Economic Barriers to Accessing Advanced Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2046,978-81-978432-0-4,Mr. Mahendra Singh Bhadoria,"Asst. Professor, Dept of Mathematics",ITM Gwalior,Contributor,Economic Barriers to Accessing Advanced Maternal and Newborn Care,Economic Barriers to Accessing Advanced Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2047,978-81-978432-0-4,Ms. Sapna Kushwaha,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2048,978-81-978432-0-4,Ms. Neelam Joshi,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2049,978-81-978432-0-4,Mr. Sourabh Kumar Sharma,"Asst. Professor, Dept of EC",ITM Gwalior,Contributor,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2050,978-81-978432-0-4,Ms. Vishakha Yadav,"Asst. Professor, Dept of CE",ITM Gwalior,Contributor,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,Challenges in Managing Maternal Mental Health and its Impact on Newborn Outcomes,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2051,978-81-978432-0-4,Ms. Neelam Joshi,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Using Big Data to Improve Maternal and Newborn Care,Using Big Data to Improve Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2052,978-81-978432-0-4,Ms. Priusha Narwaria,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Using Big Data to Improve Maternal and Newborn Care,Using Big Data to Improve Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2053,978-81-978432-0-4,Ms. Aruna Bajpai,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Using Big Data to Improve Maternal and Newborn Care,Using Big Data to Improve Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2054,978-81-978432-0-4,Mr. Arun Agrawal,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Using Big Data to Improve Maternal and Newborn Care,Using Big Data to Improve Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2055,978-81-978432-0-4,Mr. Kapil Jain,"Associate Professor, Dept of EC",ITM Gwalior,Contributor,Development and Implementation of Mobile Health Applications for Maternal and Newborn Health,Development and Implementation of Mobile Health Applications for Maternal and Newborn Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2056,978-81-978432-0-4,Dr. Rishi Soni,"Professor, Dept of CSE",ITM Gwalior,Contributor,Development and Implementation of Mobile Health Applications for Maternal and Newborn Health,Development and Implementation of Mobile Health Applications for Maternal and Newborn Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2057,978-81-978432-0-4,Ms. Hina Gupta,"Asst. Professor, Dept of Mathematics",ITM Gwalior,Contributor,Development and Implementation of Mobile Health Applications for Maternal and Newborn Health,Development and Implementation of Mobile Health Applications for Maternal and Newborn Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2058,978-81-978432-0-4,Mr. Ajeet Singh Sikarwar,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,The Role of Wearable Technology in Monitoring Newborn Health,The Role of Wearable Technology in Monitoring Newborn Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2059,978-81-978432-0-4,Dr. Manoj Mishra,"Professor, Dept of Humanities",ITM Gwalior,Contributor,The Role of Wearable Technology in Monitoring Newborn Health,The Role of Wearable Technology in Monitoring Newborn Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2060,978-81-978432-0-4,Dr. Mahendra Bhadoria,"Associate Professor, Dept of Mathematics",ITM Gwalior,Contributor,The Role of Wearable Technology in Monitoring Newborn Health,The Role of Wearable Technology in Monitoring Newborn Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2061,978-81-978432-0-4,Ms. Sapna Kushwaha,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,The Role of Wearable Technology in Monitoring Newborn Health,The Role of Wearable Technology in Monitoring Newborn Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2062,978-81-978432-0-4,Dr. Megha Ajeet Lahane,"Associate , Dept of Humanities",ITM Gwalior,Contributor,Barriers to Implementing Telemedicine Solutions in Maternal Health,Barriers to Implementing Telemedicine Solutions in Maternal Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2063,978-81-978432-0-4,Dr. Manoj Mishra,"Professor, Dept of Humanities",ITM Gwalior,Contributor,Barriers to Implementing Telemedicine Solutions in Maternal Health,Barriers to Implementing Telemedicine Solutions in Maternal Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2064,978-81-978432-0-4,Mr. Sourabh Kumar Sharma,"Asst. Professor, Dept of EC",ITM Gwalior,Contributor,Barriers to Implementing Telemedicine Solutions in Maternal Health,Barriers to Implementing Telemedicine Solutions in Maternal Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2065,978-81-978432-0-4,Mr. Shirish Mohan Dubey,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Barriers to Implementing Telemedicine Solutions in Maternal Health,Barriers to Implementing Telemedicine Solutions in Maternal Health,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2066,978-81-978432-0-4,Ms. Vishakha Yadav,"Asst. Professor, Dept of CE",ITM Gwalior,Contributor,Development and Impact of Smart Birth Assistants,Development and Impact of Smart Birth Assistants,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2067,978-81-978432-0-4,Dr. Preeti Singh,Professor,ITM Gwalior,Contributor,Development and Impact of Smart Birth Assistants,Development and Impact of Smart Birth Assistants,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2068,978-81-978432-0-4,Mr. Vineet Shrivastava,"Asst. Professor, Dept of EC",ITM Gwalior,Contributor,Development and Impact of Smart Birth Assistants,Development and Impact of Smart Birth Assistants,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2069,978-81-978432-0-4,Dr. Prashant Shrivastava,"Associate Professor, Dept of CM",ITM Gwalior,Contributor,Development and Impact of Smart Birth Assistants,Development and Impact of Smart Birth Assistants,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2070,978-81-978432-0-4,Ms. Priusha Narwaria,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Ethical Considerations in the Use of Advanced Technologies in Maternal and Newborn Care,Ethical Considerations in the Use of Advanced Technologies in Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2071,978-81-978432-0-4,Ms. Deepika Saraswat,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Ethical Considerations in the Use of Advanced Technologies in Maternal and Newborn Care,Ethical Considerations in the Use of Advanced Technologies in Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2072,978-81-978432-0-4,Mr. Ajeet Singh Sikarwar,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,Ethical Considerations in the Use of Advanced Technologies in Maternal and Newborn Care,Ethical Considerations in the Use of Advanced Technologies in Maternal and Newborn Care,EMERGING TRENDS OF ENGINEERINGAND TECHNOLOGY BASED INNOVITATION IN CHILD CARE,"Tuesday, January 14, 2020",Xoffencer International Publication
2073,978-81-978432-6-6,Dr. Rajeev Singh,"Professor, Department of Basic Sciences",ITM Gwalior,Author,NIL,NIL,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2074,978-81-978432-6-6,Dr. M S. Bhadoriya,"Associate Professor, Department of Basic Sciences",ITM Gwalior,Author,NIL,NIL,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2075,978-81-978432-6-6,Mr. D D Shrivastava,"Assistant Professor, Department of IT",ITM Gwalior,Author,NIL,NIL,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2076,978-81-978432-6-6,Dr. Prashant Sharma,"Asst. Professor, Dept of MBA",ITM Gwalior,Contributor,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2077,978-81-978432-6-6,Dr. Satyendra Singh Chauhan,"Professor, Dept of Physics",ITM Gwalior,Contributor,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2078,978-81-978432-6-6,Ms. Archana Tomar,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2079,978-81-978432-6-6,Mr. Chandra Prakash Bhargawa,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,Integration of Telehealth Nursing Services with Cloud Technology for Enhanced Patient Care,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2080,978-81-978432-6-6,Ms. Neelam Joshi,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Assess the Use of Cloud-Based Systems in Managing Chronic Diseases in Nursing Practice,Assess the Use of CloudBased Systems in Managing Chronic Diseases in Nursing Practice,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2081,978-81-978432-6-6,Dr. Rajeev Singh Rathore,"Professor, Dept of Chemistry",ITM Gwalior,Contributor,Assess the Use of Cloud-Based Systems in Managing Chronic Diseases in Nursing Practice,Assess the Use of CloudBased Systems in Managing Chronic Diseases in Nursing Practice,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2082,978-81-978432-6-6,Dr. Jitendra Singh Kushwah,"Associate Professor, Dept of ME",ITM Gwalior,Contributor,Assess the Use of Cloud-Based Systems in Managing Chronic Diseases in Nursing Practice,Assess the Use of CloudBased Systems in Managing Chronic Diseases in Nursing Practice,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2083,978-81-978432-6-6,Dr. Meghna Sharma,"Asst. Professor, Dept of Humanities",ITM Gwalior,Contributor,Exploring The Effectiveness of Cloud-Based Platforms for Nursing Education and Training,Exploring The Effectiveness of CloudBased Platforms for Nursing Education and Training,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2084,978-81-978432-6-6,Mr. Nitin Dixit,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Exploring The Effectiveness of Cloud-Based Platforms for Nursing Education and Training,Exploring The Effectiveness of CloudBased Platforms for Nursing Education and Training,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2085,978-81-978432-6-6,Ms. Hina Gupta,"Asst. Professor, Dept of Mathematics",ITM Gwalior,Contributor,Exploring The Effectiveness of Cloud-Based Platforms for Nursing Education and Training,Exploring The Effectiveness of CloudBased Platforms for Nursing Education and Training,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2086,978-81-978432-6-6,Mr. Ishwar Gupta,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,Exploring The Effectiveness of Cloud-Based Platforms for Nursing Education and Training,Exploring The Effectiveness of CloudBased Platforms for Nursing Education and Training,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2087,978-81-978432-6-6,Ms. Rakhi Sunny Arora,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in Cloud-Based Systems,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in CloudBased Systems,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2088,978-81-978432-6-6,Mr. Amit Kumar Tiwari,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in Cloud-Based Systems,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in CloudBased Systems,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2089,978-81-978432-6-6,Dr. Preeti Singh,Professor,ITM Gwalior,Contributor,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in Cloud-Based Systems,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in CloudBased Systems,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
2090,978-81-978432-6-6,Mr. Shushant Kumar Jain,"Associate Professor, Dept of EC",ITM Gwalior,Contributor,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in Cloud-Based Systems,Evaluate The Challenges and Solutions for Maintaining Data Security and Patient Privacy in CloudBased Systems,IMPACT OF SCIENCE AND TECHNOLOGY IN ADVANCED RESEARCH IN NURSING AND MEDICAL SCIENCES,"Wednesday, August 7, 2019",Xoffencer International Publication
